Area,mnemonic,2016,2017,2018,2019,2020,2021,2022
ualad19:Renfrewshire,S12000038,175930,176830,177790,179100,179390,179940,-
ualad19:Scottish Borders,S12000026,114530,115020,115270,115510,115240,116020,-
ualad19:Shetland Islands,S12000027,23200,23080,22990,22920,22870,22940,-
ualad19:South Ayrshire,S12000028,112470,112680,112550,112610,112140,112450,-
ualad19:South Lanarkshire,S12000029,317100,318170,319020,320530,320820,322630,-
ualad19:Stirling,S12000030,93750,94000,94330,94210,94080,93470,-
ualad19:West Dunbartonshire,S12000039,89860,89610,89130,88930,88340,87790,-
ualad19:West Lothian,S12000040,180130,181310,182140,183100,183820,185580,-
ualad19:Antrim and Newtownabbey,N09000001,-,-,-,-,-,-,-
"ualad19:Armagh City, Banbridge and Craigavon",N09000002,-,-,-,-,-,-,-
ualad19:Belfast,N09000003,-,-,-,-,-,-,-
ualad19:Causeway Coast and Glens,N09000004,-,-,-,-,-,-,-
ualad19:Derry City and Strabane,N09000005,-,-,-,-,-,-,-
ualad19:Fermanagh and Omagh,N09000006,-,-,-,-,-,-,-
ualad19:Lisburn and Castlereagh,N09000007,-,-,-,-,-,-,-
ualad19:Mid and East Antrim,N09000008,-,-,-,-,-,-,-
ualad19:Mid Ulster,N09000009,-,-,-,-,-,-,-
"ualad19:Newry, Mourne and Down",N09000010,-,-,-,-,-,-,-
ualad19:Ards and North Down,N09000011,-,-,-,-,-,-,-
ladu:Darlington,E06000005,106258,106541,106411,106532,106827,108210,109469
ladu:County Durham,E06000047,514431,515911,516648,518562,519204,521447,528127
ladu:Hartlepool,E06000001,92260,92306,92288,92401,92202,92575,93861
ladu:Middlesbrough,E06000002,140649,141213,141057,142134,142459,143943,148285
ladu:Northumberland,E06000057,314327,315663,316153,318027,318490,321532,324362
ladu:Redcar and Cleveland,E06000003,135344,135584,136276,136699,136571,136605,137175
ladu:Stockton-on-Tees,E06000004,196412,197046,197509,196860,196388,197032,199966
ladu:Gateshead,E08000037,201359,200660,199915,198435,197342,196179,197722
ladu:Newcastle upon Tyne,E08000021,290316,291759,294955,297087,298426,298545,307565
ladu:North Tyneside,E08000022,203743,204492,205766,207294,208015,209128,210487
ladu:South Tyneside,E08000023,147664,147796,148076,148368,147919,147919,148667
ladu:Sunderland,E08000024,275490,274816,274339,274277,273583,274378,277354
ladu:Blackburn with Darwen,E06000008,151497,152312,152787,154066,154564,154954,155762
ladu:Blackpool,E06000009,141996,142121,141880,142407,141560,140976,141574
ladu:Cheshire East,E06000049,381414,384221,386891,390556,393203,400474,406527
ladu:Cheshire West and Chester,E06000050,342424,346040,350076,353362,354738,357730,361694
ladu:Halton,E06000006,126851,127038,127873,128456,128508,128570,128964
ladu:Warrington,E06000007,210873,212137,212008,212245,211627,211182,211580
ladu:Allerdale,E07000026,96359,96221,96275,96159,96032,96368,96555
ladu:Barrow-in-Furness,E07000027,67870,67592,67677,67719,67413,67384,67347
ladu:Carlisle,E07000028,108899,109030,109211,109447,109291,110250,111418
ladu:Copeland,E07000029,68934,68207,67770,67403,67121,67170,67417
ladu:Eden,E07000030,53015,53172,53370,53655,54248,54951,55489
ladu:South Lakeland,E07000031,103869,104471,104638,104788,104334,104606,104807
ladu:Bolton,E08000001,287253,289684,291594,294888,295712,296169,298903
ladu:Bury,E08000002,190470,191896,192900,193763,193604,193866,194606
ladu:Manchester,E08000003,533446,536961,540675,545947,547340,550630,568996
ladu:Oldham,E08000004,235021,237161,239923,242077,242181,242003,243912
ladu:Rochdale,E08000005,216251,218492,219969,222042,223024,224127,226992
ladu:Salford,E08000006,251562,255090,259224,263611,266090,270866,278064
ladu:Stockport,E08000007,289879,290905,291631,293172,293851,295268,297107
ladu:Tameside,E08000008,225480,226692,228435,229952,230521,231220,232753
ladu:Trafford,E08000009,233710,234917,235623,236121,235937,235586,236301
ladu:Wigan,E08000010,321494,322485,323904,326386,327850,329796,334110
ladu:Burnley,E07000117,89891,90902,91994,92949,93927,94734,95553
ladu:Chorley,E07000118,113593,114810,115739,116762,117178,117908,118624
ladu:Fylde,E07000119,77886,78423,79191,79852,80176,81750,83008
ladu:Hyndburn,E07000120,81242,81392,81778,81954,82144,82271,83213
ladu:Lancaster,E07000121,138572,138678,138995,139795,140881,142351,144446
ladu:Pendle,E07000122,92502,93066,93872,94896,95099,95819,96110
ladu:Preston,E07000123,140468,141734,142417,144624,145912,147786,151582
ladu:Ribble Valley,E07000124,58611,59066,59452,59903,60780,61865,63107
ladu:Rossendale,E07000125,69475,70084,70515,70884,70811,71008,71169
ladu:South Ribble,E07000126,110253,110348,110334,110477,110613,111203,112166
ladu:West Lancashire,E07000127,114243,115210,115366,115744,116198,117099,119367
ladu:Wyre,E07000128,108574,108707,109019,109544,110409,112434,114809
ladu:Knowsley,E08000011,147928,148567,150042,151793,153408,154978,157103
ladu:Liverpool,E08000012,475486,479801,483598,484687,483348,485022,496770
ladu:Sefton,E08000014,276707,276962,277890,278908,278621,279693,281027
ladu:St. Helens,E08000013,179229,180150,180937,181541,182102,183394,184728
ladu:Wirral,E08000015,320914,321020,320643,320732,320249,320631,322453
ladu:East Riding of Yorkshire,E06000011,336323,336697,337192,338944,341050,343145,346309
"ladu:Kingston upon Hull, City of",E06000010,265338,267566,268223,268749,267591,266516,268852
ladu:North East Lincolnshire,E06000012,158877,158699,158460,157957,157313,157188,157754
ladu:North Lincolnshire,E06000013,170174,170616,170384,170283,170034,169929,170042
ladu:York,E06000014,202892,203546,203906,203877,202169,201851,204551
ladu:Craven,E07000163,56146,56389,56374,56631,56508,57068,57804
ladu:Hambleton,E07000164,89443,89415,89251,89525,89584,91001,92067
ladu:Harrogate,E07000165,159545,159956,160085,160418,160835,164050,165800
ladu:Richmondshire,E07000166,52141,51713,50871,51135,50560,50313,50086
ladu:Ryedale,E07000167,53445,53702,53971,54273,54290,54891,55272
ladu:Scarborough,E07000168,108334,108659,108768,108904,108409,108914,108907
ladu:Selby,E07000169,86716,87457,88415,89774,90713,92390,93565
ladu:Barnsley,E08000016,240061,241287,242360,243558,244201,244887,246482
ladu:Doncaster,E08000017,306137,307058,308237,308438,308185,308697,311027
ladu:Rotherham,E08000018,263273,264167,265154,265991,265593,266173,268354
ladu:Sheffield,E08000019,556599,555675,556771,556399,555036,555035,566242
ladu:Bradford,E08000032,538178,540447,542542,545966,547141,546839,552644
ladu:Calderdale,E08000033,207744,207459,207215,207729,206976,206828,207699
ladu:Kirklees,E08000034,432588,433393,433571,433259,432878,433458,437593
ladu:Leeds,E08000035,786739,793134,797696,804640,808443,809479,822483
ladu:Wakefield,E08000036,337365,340749,344437,348201,350978,353803,357729
ladu:Derby,E06000015,259883,261104,262395,263014,261999,261260,263490
ladu:Leicester,E06000016,356789,361895,367094,369776,368922,366940,373399
ladu:Nottingham,E06000018,317625,320378,322323,323160,322822,319978,328513
ladu:Rutland,E06000017,39044,39831,40053,40175,40633,41342,41151
ladu:Amber Valley,E07000032,123411,124225,124804,125791,125953,126442,126944
ladu:Bolsover,E07000033,77870,78444,78566,79178,79647,80473,81553
ladu:Chesterfield,E07000034,104347,104236,104056,104154,103761,103673,104110
ladu:Derbyshire Dales,E07000035,70883,71092,71130,71190,70972,71659,71752
ladu:Erewash,E07000036,114249,114129,114181,113711,113348,113039,113080
ladu:High Peak,E07000037,90812,90991,90895,91170,90909,91079,91109
ladu:North East Derbyshire,E07000038,99755,99897,100100,100371,100978,102294,103783
ladu:South Derbyshire,E07000039,98630,99868,101194,103315,105265,108051,111133
ladu:Blaby,E07000129,98014,99366,100767,101777,102293,103271,104182
ladu:Charnwood,E07000130,174625,176997,179191,180988,182108,182906,184748
ladu:Harborough,E07000131,90610,91718,92648,93661,95288,98254,100481
ladu:Hinckley and Bosworth,E07000132,109920,111431,112245,112688,113051,113653,114298
ladu:Melton,E07000133,51146,51113,51331,51470,51583,51756,52433
ladu:North West Leicestershire,E07000134,97729,99315,101195,102461,103344,105004,107672
ladu:Oadby and Wigston,E07000135,56044,57516,57713,57772,57869,57788,58341
ladu:Boston,E07000136,68589,69673,70132,70226,70181,70815,70806
ladu:East Lindsey,E07000137,138488,140072,141073,142039,141665,142916,144415
ladu:Lincoln,E07000138,100679,102241,103212,103604,103531,102411,102545
ladu:North Kesteven,E07000139,113063,114423,114860,115821,117057,118502,119709
ladu:South Holland,E07000140,91970,92587,92964,93467,94029,95490,96983
ladu:South Kesteven,E07000141,140409,141116,141616,142212,142869,143751,144249
ladu:West Lindsey,E07000142,92943,92919,93424,93894,94278,95555,96817
ladu:Ashfield,E07000170,123989,125410,126076,126521,126687,126356,127179
ladu:Bassetlaw,E07000171,114879,115757,116212,116485,117068,118327,120012
ladu:Broxtowe,E07000172,110346,110573,110937,111257,111397,110796,112113
ladu:Gedling,E07000173,116418,116451,117092,117129,117141,117291,117730
ladu:Mansfield,E07000174,108952,109461,109946,110237,109964,110592,111117
ladu:Newark and Sherwood,E07000175,119388,120455,121025,121624,121831,123352,125089
ladu:Rushcliffe,E07000176,113450,114226,115461,116647,118030,119418,121582
ladu:North Northamptonshire,E06000061,341647,347704,351998,354848,356437,360418,363408
ladu:West Northamptonshire,E06000062,405019,411732,417242,422168,422559,426707,429013
"ladu:Herefordshire, County of",E06000019,186225,186687,186511,186373,185886,187522,188719
ladu:Shropshire,E06000051,312836,315232,317112,319729,321054,324669,327178
ladu:Stoke-on-Trent,E06000021,256168,258235,258843,259181,258866,258102,259965
ladu:Telford and Wrekin,E06000020,175352,177528,179548,182081,183483,185857,188871
ladu:Cannock Chase,E07000192,97312,97693,98553,98983,99565,100595,101140
ladu:East Staffordshire,E07000193,118986,119782,120861,122052,123096,124486,125760
ladu:Lichfield,E07000194,102624,102975,103163,104179,105008,106883,108352
ladu:Newcastle-under-Lyme,E07000195,125367,125303,125755,125075,124567,123039,125297
ladu:South Staffordshire,E07000196,109814,110302,110338,110478,110243,110787,111527
ladu:Stafford,E07000197,132507,133199,134069,135286,135685,137201,138670
ladu:Staffordshire Moorlands,E07000198,96932,96947,96591,96366,95955,95975,95899
ladu:Tamworth,E07000199,77688,77327,77480,77698,77968,78842,79639
ladu:North Warwickshire,E07000218,62908,63517,64098,64383,64271,65338,65946
ladu:Nuneaton and Bedworth,E07000219,129899,131138,131830,132953,133688,134303,135481
ladu:Rugby,E07000220,107555,108671,109418,110998,112672,114835,116436
ladu:Stratford-on-Avon,E07000221,123729,125624,127565,129816,131979,135946,138583
ladu:Warwick,E07000222,142534,143353,145478,146005,146643,148693,151158
ladu:Birmingham,E08000025,1131271,1139893,1146050,1150646,1148692,1143285,1157603
ladu:Coventry,E08000026,337064,340034,342811,343715,344702,344151,355600
ladu:Dudley,E08000027,317669,319539,320989,322090,322513,323591,324969
ladu:Sandwell,E08000028,330051,333826,336977,340198,341436,341895,344210
ladu:Solihull,E08000029,213061,214330,214901,216323,216432,216677,217678
ladu:Walsall,E08000030,278429,281229,282921,284600,284578,284392,286105
ladu:Wolverhampton,E08000031,258305,260648,262474,263519,263123,264260,267651
ladu:Bromsgrove,E07000234,96254,96703,97315,98339,98837,99449,100076
ladu:Malvern Hills,E07000235,76391,76696,77362,77872,78288,79969,81024
ladu:Redditch,E07000236,86432,86463,86186,86307,86561,86981,87132
ladu:Worcester,E07000237,104696,105321,105303,105137,104399,103628,104120
ladu:Wychavon,E07000238,123632,125694,127335,129003,130419,133084,134536
ladu:Wyre Forest,E07000239,100557,101163,101491,101592,101315,101791,102328
ladu:Bedford,E06000055,173703,175537,178288,180651,182346,185796,187466
ladu:Central Bedfordshire,E06000056,274909,277655,280414,284688,289105,295651,301501
ladu:Luton,E06000032,220952,220752,221532,223106,224132,224958,226973
ladu:Peterborough,E06000031,205091,208237,211037,213026,213718,216470,217705
ladu:Southend-on-Sea,E06000033,180465,181405,181877,182115,181276,180655,180915
ladu:Thurrock,E06000034,168977,170966,173113,174924,175803,175933,176877
ladu:Cambridge,E07000008,136054,138462,141726,143153,143741,145022,146995
ladu:East Cambridgeshire,E07000009,86952,87016,86885,87010,86948,88125,89394
ladu:Fenland,E07000010,101075,102029,102346,102487,102228,102731,103035
ladu:Huntingdonshire,E07000011,176425,176743,176909,176968,177816,181827,184052
ladu:South Cambridgeshire,E07000012,156780,157215,157810,159031,160548,163042,165633
ladu:Basildon,E07000066,184651,185299,186668,187714,187796,187718,188848
ladu:Braintree,E07000067,151848,152422,152353,153439,154107,155693,157681
ladu:Brentwood,E07000068,77163,76950,76854,77231,77339,77111,77332
ladu:Castle Point,E07000069,89390,89275,89341,89619,89782,89712,89731
ladu:Chelmsford,E07000070,175137,177102,178017,179882,180488,181827,183326
ladu:Colchester,E07000071,185361,187177,189101,190470,191979,192658,194394
ladu:Epping Forest,E07000072,131587,132376,133373,134206,134569,134941,134989
ladu:Harlow,E07000073,88913,89824,90695,91952,92415,93428,94409
ladu:Maldon,E07000074,63319,63743,64015,64481,65090,66611,67554
ladu:Rochford,E07000075,84568,84672,85129,85290,85213,86181,87216
ladu:Tendring,E07000076,143023,144323,145128,145696,146255,148925,151451
ladu:Uttlesford,E07000077,85565,86511,87711,89361,90482,91921,92578
ladu:Broxbourne,E07000095,98153,98096,98317,98869,99311,99142,99103
ladu:Dacorum,E07000096,152462,153282,153982,154367,154815,155211,156123
ladu:East Hertfordshire,E07000242,144801,145743,146048,147335,149027,150662,151635
ladu:Hertsmere,E07000098,105372,105920,106458,107234,107612,108129,108106
ladu:North Hertfordshire,E07000099,133103,133629,133283,133195,133054,133583,134159
ladu:St Albans,E07000240,147823,147596,147552,148058,148555,148624,148358
ladu:Stevenage,E07000243,88466,89099,89310,89541,89755,89360,89737
ladu:Three Rivers,E07000102,92959,93075,93209,93443,93795,93934,94123
ladu:Watford,E07000103,100458,100957,101658,102172,102322,102507,103031
ladu:Welwyn Hatfield,E07000241,116637,117617,118365,119180,119806,119747,120213
ladu:Breckland,E07000143,137190,138592,139146,139523,140408,142160,143479
ladu:Broadland,E07000144,126642,127708,128674,129721,130760,132238,133872
ladu:Great Yarmouth,E07000145,99471,100181,100343,100448,99851,100179,99862
ladu:King's Lynn and West Norfolk,E07000146,152867,153666,153451,153332,153023,154920,155741
ladu:North Norfolk,E07000147,102176,102718,102523,102509,102064,103239,103227
ladu:Norwich,E07000148,141332,142110,143830,143300,143935,143217,144525
ladu:South Norfolk,E07000149,131472,133573,135560,138131,139842,142509,144593
ladu:Babergh,E07000200,89584,89918,90456,90917,91491,92724,94277
ladu:Ipswich,E07000202,141245,141922,141643,140809,139889,139638,139247
ladu:Mid Suffolk,E07000203,98731,99263,99744,100840,101570,103398,105723
ladu:East Suffolk,E07000244,241807,243496,244313,245052,245482,246776,247080
ladu:West Suffolk,E07000245,176416,178991,179189,179703,178236,180813,182228
ladu:Camden,E09000007,221024,218833,217915,217136,214768,210968,218049
ladu:City of London,E09000001,7737,7877,8165,8765,8331,8689,10847
ladu:Hackney,E09000012,264892,264834,266210,265825,263782,260082,261491
ladu:Hammersmith and Fulham,E09000013,187472,187720,189037,188562,186555,183310,185238
ladu:Haringey,E09000014,276262,274463,274240,273716,269534,264317,261811
ladu:Islington,E09000019,220620,221535,221453,221994,221018,217050,220373
ladu:Kensington and Chelsea,E09000020,152708,149651,148471,146805,144874,144266,146154
ladu:Lambeth,E09000022,326613,327227,328923,329513,325527,317691,316812
ladu:Lewisham,E09000023,298809,300924,303127,305906,304169,300013,298653
ladu:Newham,E09000025,335337,338333,344570,349786,350025,351256,358645
ladu:Southwark,E09000028,306720,307640,310492,312591,312055,306762,311913
ladu:Tower Hamlets,E09000030,289011,293526,300050,305066,306780,312715,325789
ladu:Wandsworth,E09000032,326413,329493,331069,334558,333678,328429,329035
ladu:Westminster,E09000033,213193,210459,209868,208415,205624,205759,211365
ladu:Barking and Dagenham,E09000002,211047,214017,216298,218828,219227,218714,219992
ladu:Barnet,E09000003,382925,384117,387574,390590,391046,388955,389101
ladu:Bexley,E09000004,244006,244494,245244,246622,246924,246637,247835
ladu:Brent,E09000005,339524,342439,345558,347424,343988,339248,341221
ladu:Bromley,E09000006,327701,329134,330367,331192,331247,329899,329578
ladu:Croydon,E09000008,384382,385567,386999,390643,392101,390691,392224
ladu:Ealing,E09000009,362163,362670,364208,367284,367936,366762,369937
ladu:Enfield,E09000010,333295,333077,334000,335151,333149,329876,327224
ladu:Greenwich,E09000011,278768,282376,285773,288205,288384,289537,291080
ladu:Harrow,E09000015,257317,257881,259861,262065,262281,261159,261185
ladu:Havering,E09000016,254487,257429,259229,261296,261906,262086,264703
ladu:Hillingdon,E09000017,297451,299469,302263,305641,306460,305107,310681
ladu:Hounslow,E09000018,278601,281117,285430,289652,289773,288164,290488
ladu:Kingston upon Thames,E09000021,168617,168781,168729,169797,169770,167992,168302
ladu:Merton,E09000024,215514,215431,216171,217219,217101,215426,214709
ladu:Redbridge,E09000026,304369,305937,308841,311780,311750,310130,310911
ladu:Richmond upon Thames,E09000027,196293,196849,197119,198185,197797,195315,194894
ladu:Sutton,E09000029,203299,204824,206286,208516,209921,209617,210053
ladu:Waltham Forest,E09000031,277081,278105,279795,281015,279527,278147,275887
ladu:Bracknell Forest,E06000036,119553,120164,121046,121660,123188,125195,126881
ladu:Brighton and Hove,E06000043,279796,279500,281250,279920,278496,276454,277965
ladu:Isle of Wight,E06000046,139650,141277,141665,141764,140915,140885,140794
ladu:Medway,E06000035,277504,278652,278827,279852,280364,279903,282702
ladu:Milton Keynes,E06000042,274231,276588,278892,281434,283707,288312,292180
ladu:Portsmouth,E06000044,209951,210965,211215,210412,209142,207119,208420
ladu:Reading,E06000038,171750,173047,174484,174288,173879,173371,174820
ladu:Slough,E06000039,152565,154573,155915,157632,158281,158448,159182
ladu:Southampton,E06000045,248662,250492,250803,249428,248679,247672,252689
ladu:West Berkshire,E06000037,160551,160729,160953,160883,161026,161864,162215
ladu:Windsor and Maidenhead,E06000040,152085,152648,153470,153893,153991,153922,154738
ladu:Wokingham,E06000041,163797,165664,168734,171789,174708,178231,180967
ladu:Buckinghamshire,E06000060,535519,538762,541983,545859,549066,555161,560409
ladu:Eastbourne,E07000061,102610,102964,102544,102754,101984,101601,102247
ladu:Hastings,E07000062,92347,92016,91963,91570,91130,90974,90622
ladu:Lewes,E07000063,100062,100434,100589,100813,100443,100166,100677
ladu:Rother,E07000064,92314,92904,92832,92581,92734,93409,94162
ladu:Wealden,E07000065,156056,156379,156791,157543,158291,160711,163012
ladu:Basingstoke and Deane,E07000084,178352,179083,179828,181396,183125,185713,187817
ladu:East Hampshire,E07000085,118817,119451,120647,122154,123725,126192,127319
ladu:Eastleigh,E07000086,128808,129386,130517,132175,134090,136963,138935
ladu:Fareham,E07000087,115102,115232,115115,114879,114777,114952,114547
ladu:Gosport,E07000088,84476,84246,83700,83022,82588,82169,82285
ladu:Hart,E07000089,95560,96322,97022,97727,98299,100262,100910
ladu:Havant,E07000090,123043,123836,124100,124099,124018,124467,124854
ladu:New Forest,E07000091,177855,177616,177525,177111,175937,176217,175942
ladu:Rushmoor,E07000092,99385,99590,99372,99756,100140,100096,101060
ladu:Test Valley,E07000093,124155,125250,126474,127652,128858,131158,132871
ladu:Winchester,E07000094,122844,123771,123877,124407,125754,127921,130268
ladu:Ashford,E07000105,126327,128049,129701,130466,131431,133221,135610
ladu:Canterbury,E07000106,157280,157944,157256,157109,157187,156631,157550
ladu:Dartford,E07000107,105905,108372,110818,113928,115572,116819,118820
ladu:Dover,E07000108,113365,114335,115148,115902,116134,116549,117473
ladu:Gravesham,E07000109,106823,106543,106726,107348,107146,106883,106970
ladu:Maidstone,E07000110,165953,168115,169974,171816,173272,176697,180428
ladu:Sevenoaks,E07000111,118289,118489,119165,119575,120051,120823,121106
ladu:Folkestone and Hythe,E07000112,109235,109095,109728,109659,109587,110040,110237
ladu:Swale,E07000113,145184,146846,148400,149753,150584,152218,154619
ladu:Thanet,E07000114,140373,140680,140848,140624,139945,140658,140689
ladu:Tonbridge and Malling,E07000115,127090,128680,130149,131502,131791,132363,133661
ladu:Tunbridge Wells,E07000116,115198,115559,114940,115158,115271,115650,116028
ladu:Cherwell,E07000177,150819,152329,154367,156447,158435,161830,164155
ladu:Oxford,E07000178,160119,160754,161342,160789,160064,160379,163257
ladu:South Oxfordshire,E07000179,141511,142115,143019,144875,146844,150002,151820
ladu:Vale of White Horse,E07000180,128387,130701,132875,135040,136889,139400,142116
ladu:West Oxfordshire,E07000181,109705,110289,110656,111362,112534,115116,116928
ladu:Elmbridge,E07000207,136974,136936,136863,137098,138098,139453,140024
ladu:Epsom and Ewell,E07000208,79386,79862,80121,80685,81197,81006,81184
ladu:Guildford,E07000209,142891,143294,142384,142328,142732,144013,145673
ladu:Mole Valley,E07000210,87642,87296,87064,86762,86924,87599,87769
ladu:Reigate and Banstead,E07000211,145621,146545,147887,149048,149545,151497,153629
ladu:Runnymede,E07000212,84725,84920,85538,86660,87200,87830,88524
ladu:Spelthorne,E07000213,100461,100819,101151,102062,102304,103036,103551
ladu:Surrey Heath,E07000214,89397,89537,89550,90544,90457,90653,91237
ladu:Tandridge,E07000215,85901,86457,86525,86923,87248,88127,88707
ladu:Waverley,E07000216,124949,125138,125159,125691,126260,128880,130063
ladu:Woking,E07000217,104233,104299,104510,104423,103882,103900,104179
ladu:Adur,E07000223,63947,64144,64230,64580,64550,64632,64688
ladu:Arun,E07000224,159363,161338,162647,163310,163661,165219,166366
ladu:Chichester,E07000225,119711,121442,122185,122815,123032,124517,126103
ladu:Crawley,E07000226,114243,115083,116472,117144,117793,118607,119509
ladu:Horsham,E07000227,138257,139862,141468,142932,144377,147500,148696
ladu:Mid Sussex,E07000228,147001,147679,148966,150027,150877,152919,154930
ladu:Worthing,E07000229,109346,109989,110280,110932,111064,111654,112044
ladu:Bath and North East Somerset,E06000022,185507,186894,189489,190176,191974,192419,195618
"ladu:Bristol, City of",E06000023,459588,463113,467026,469920,471851,471285,479024
ladu:Cornwall,E06000052,551203,556921,559961,563695,565045,571948,575413
ladu:Isles of Scilly,E06000053,2236,2170,2166,2098,2030,2271,2281
ladu:North Somerset,E06000024,212660,213701,214360,215540,215850,217385,219145
ladu:Plymouth,E06000026,264440,265294,265689,265041,264830,264768,266862
ladu:South Gloucestershire,E06000025,275808,278379,281719,284563,287182,290886,294765
ladu:Swindon,E06000030,224498,227680,230174,231934,232574,233760,235657
ladu:Torbay,E06000027,136172,137329,138100,138754,138695,139440,139479
ladu:Wiltshire,E06000054,492706,497177,498703,502985,507047,513240,515885
ladu:East Devon,E07000040,140917,143284,145151,147346,148592,152065,154500
ladu:Exeter,E07000041,123347,124817,125758,126312,127345,129527,134939
ladu:Mid Devon,E07000042,79448,80054,80858,81434,82130,83171,83786
ladu:North Devon,E07000043,94407,95356,96052,97325,97622,99398,100505
ladu:South Hams,E07000044,84554,85183,85874,86458,87371,89161,89812
ladu:Teignbridge,E07000045,129668,131572,132707,133965,133869,135189,135952
ladu:Torridge,E07000046,66512,67529,67787,67837,67631,68444,68635
ladu:West Devon,E07000047,54947,55557,55647,55865,56236,57480,58190
"ladu:Bournemouth, Christchurch and Poole",E06000058,397066,399374,400064,400182,399564,400155,401898
ladu:Dorset,E06000059,372416,374675,375604,377699,377670,381245,383274
ladu:Cheltenham,E07000078,118953,119303,119600,119459,118924,118838,119434
ladu:Cotswold,E07000079,85994,87540,88814,89632,89824,91076,91311
ladu:Forest of Dean,E07000080,85135,85557,86133,86274,86454,87114,87937
ladu:Gloucester,E07000081,129716,130898,131320,131776,132112,132564,133522
ladu:Stroud,E07000082,117213,117613,118172,118832,119511,121493,123205
ladu:Tewkesbury,E07000083,87065,88801,90614,92703,93747,95400,97000
ladu:Mendip,E07000187,113196,113521,114434,114920,115262,116226,116728
ladu:Sedgemoor,E07000188,122193,122987,123426,123800,123997,125742,126627
ladu:South Somerset,E07000189,167745,168861,169303,170063,170696,173197,174238
ladu:Somerset West and Taunton,E07000246,151672,153526,154996,156204,156355,157935,159259
ladu:Isle of Anglesey,W06000001,68826,68617,68539,68278,68794,68937,69049
ladu:Gwynedd,W06000002,118958,118881,118129,117584,118180,117072,117591
ladu:Conwy,W06000003,115391,114855,114387,114196,114651,114788,114290
ladu:Denbighshire,W06000004,94723,94597,94596,94766,95558,96047,96558
ladu:Flintshire,W06000005,154166,154587,154587,154592,155004,155045,155319
ladu:Wrexham,W06000006,135354,135619,136244,135899,135980,135152,135394
ladu:Powys,W06000023,132531,132460,131967,131556,132199,133521,133891
ladu:Ceredigion,W06000008,72900,72220,71291,70639,71421,70676,71610
ladu:Pembrokeshire,W06000009,121438,121382,121194,121432,122572,123633,124367
ladu:Carmarthenshire,W06000010,184985,184984,185444,186125,187391,188172,189117
ladu:Swansea,W06000011,239300,239266,239184,238707,238992,237897,241282
ladu:Neath Port Talbot,W06000012,141000,141022,141342,141385,142308,141934,142158
ladu:Bridgend,W06000013,142887,143355,143583,144500,145434,145738,146136
ladu:Vale of Glamorgan,W06000014,127082,128377,129165,129802,131224,132491,133492
ladu:Cardiff,W06000015,352982,354348,355125,357137,360287,359824,372089
ladu:Rhondda Cynon Taff,W06000016,235567,236357,236685,237574,238039,237545,239018
ladu:Merthyr Tydfil,W06000024,59247,59337,59349,59255,59194,58869,58883
ladu:Caerphilly,W06000018,178013,177610,177277,176735,176805,175999,176130
ladu:Blaenau Gwent,W06000019,68135,67829,67566,67382,67219,66989,67014
ladu:Torfaen,W06000020,90730,90638,91130,91685,92337,92454,92860
ladu:Monmouthshire,W06000021,92024,91791,91834,91730,92456,93163,93886
ladu:Newport,W06000022,150926,153234,155222,156773,158438,159687,161506
ladu:Aberdeen City,S12000033,229840,228800,227560,228670,229060,227430,-
ladu:Aberdeenshire,S12000034,262190,261800,261470,261210,260780,262690,-
ladu:Angus,S12000041,116520,116280,116040,116200,115820,116120,-
ladu:Argyll and Bute,S12000035,87130,86810,86260,85870,85430,86220,-
ladu:Clackmannanshire,S12000005,51350,51450,51400,51540,51290,51540,-
ladu:Dumfries and Galloway,S12000006,149520,149200,148790,148860,148290,148790,-
ladu:Dundee City,S12000042,148270,148710,148750,149320,148820,147720,-
ladu:East Ayrshire,S12000008,122200,121940,121840,122010,121600,122020,-
ladu:East Dunbartonshire,S12000045,107540,108130,108330,108640,108750,108900,-
ladu:East Lothian,S12000010,104090,104840,105790,107090,107900,109580,-
ladu:East Renfrewshire,S12000011,93810,94760,95170,95530,96060,96580,-
ladu:City of Edinburgh,S12000036,507170,513210,518500,524930,527620,526470,-
ladu:Na h-Eileanan Siar,S12000013,26900,26950,26830,26720,26500,26640,-
ladu:Falkirk,S12000014,159380,160130,160340,160890,160560,160700,-
ladu:Fife,S12000047,370330,371410,371910,373550,374130,374730,-
ladu:Glasgow City,S12000049,615070,621020,626410,633120,635640,635130,-
ladu:Highland,S12000017,234770,235180,235540,235830,235430,238060,-
ladu:Inverclyde,S12000018,79160,78760,78150,77800,77060,76700,-
ladu:Midlothian,S12000019,88610,90090,91340,92460,93150,94680,-
ladu:Moray,S12000020,96070,95780,95520,95820,95710,96410,-
ladu:North Ayrshire,S12000021,135890,135790,135280,134740,134250,134220,-
ladu:North Lanarkshire,S12000050,339390,339960,340180,341370,341140,341400,-
ladu:Orkney Islands,S12000023,21850,22000,22190,22270,22400,22540,-
ladu:Perth and Kinross,S12000048,150680,151100,151290,151950,151910,153810,-
ladu:Renfrewshire,S12000038,175930,176830,177790,179100,179390,179940,-
ladu:Scottish Borders,S12000026,114530,115020,115270,115510,115240,116020,-
ladu:Shetland Islands,S12000027,23200,23080,22990,22920,22870,22940,-
ladu:South Ayrshire,S12000028,112470,112680,112550,112610,112140,112450,-
ladu:South Lanarkshire,S12000029,317100,318170,319020,320530,320820,322630,-
ladu:Stirling,S12000030,93750,94000,94330,94210,94080,93470,-
